Cluster,Open,High,Low,Close,Volume,CPI,Unemployment,M2_Money_Supply,GDP
0,1939.7555166391226,1950.4292211288061,1928.2112684983474,1939.47947653746,3934872307.6923075,236.81434615384615,6.283333333333333,11713.364102564103,17985.75612820513
1,4260.016333603277,4286.382234899009,4230.605385384909,4257.947795588796,4423227560.97561,288.9501707317073,5.1658536585365855,20554.926829268294,25700.641146341462
