Cluster,Open,High,Low,Close,Volume,CPI,Unemployment,M2_Money_Supply,GDP
0,1985.045492032679,1996.5358440120046,1973.1986463593273,1985.2593815501143,3985088414.634146,237.7895975609756,6.576829268292682,12011.471951219512,18103.271804878048
1,4410.4829629434125,4436.735450538429,4379.8111011402025,4407.134851404138,4364732972.972973,292.4251081081081,4.394594594594595,20850.1,26274.24262162162
