antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Close_High'}),frozenset({'Volume_High'}),0.4998674794593162,0.4998674794593162,0.2830638749006096,0.5662778366914104,1.1328559267426783,1.0,0.03319637787959967,1.1531172784104275,0.23448828868524818,0.3949704142011834,0.1327855208461534,0.5662778366914104
frozenset({'Volume_High'}),frozenset({'Close_High'}),0.4998674794593162,0.4998674794593162,0.2830638749006096,0.5662778366914104,1.1328559267426783,1.0,0.03319637787959967,1.1531172784104275,0.23448828868524818,0.3949704142011834,0.1327855208461534,0.5662778366914104
