Date,Open,High,Low,Close,Volume,Symbol,CPI,Unemployment,M2_Money_Supply,GDP
2010-01-04,6.418381214141846,6.433076756912997,6.369495910499525,6.400986416498206,493729600,AAPL,,,,
2010-01-05,6.42948055267334,6.465769747557289,6.395590295926477,6.436078733715388,601904800,AAPL,,,,
2010-01-06,6.327210426330566,6.454972387130861,6.320612246042203,6.429479818258525,552160000,AAPL,,,,
2010-01-07,6.315513610839844,6.358101467426172,6.269627464769028,6.350603534853995,477131200,AAPL,,,,
2010-01-08,6.357503890991211,6.358104126271629,6.2699308048921365,6.307118964307015,447610800,AAPL,,,,
2010-01-11,6.301420211791992,6.388093930594159,6.251634728406942,6.382095583096265,462229600,AAPL,,,,
2010-01-12,6.229737758636475,6.291219990021111,6.190749719955273,6.273824390234454,594459600,AAPL,,,,
2010-01-13,6.3176116943359375,6.326009377038739,6.121171108044416,6.234237504751548,605892000,AAPL,,,,
2010-01-14,6.2810235023498535,6.311914580091045,6.268727294960274,6.30141787628388,432894000,AAPL,,,,
2010-01-15,6.17605447769165,6.346103951820032,6.174254974221382,6.32600949640203,594067600,AAPL,,,,
2010-01-19,6.449272632598877,6.453771391240681,6.215343189578378,6.248032967771491,730007600,AAPL,,,,
2010-01-20,6.350003242492676,6.464568433323395,6.283122894258395,6.4453741289562965,612152800,AAPL,,,,
2010-01-21,6.240233898162842,6.397387309321994,6.214441819523097,6.360498694582383,608154400,AAPL,,,,
2010-01-22,5.930728435516357,6.223140974693859,5.913034116941669,6.201547731500788,881767600,AAPL,,,,
2010-01-25,6.090281486511231,6.139166406505336,6.003907303069076,6.073486517520357,1065699600,AAPL,,,,
2010-01-26,6.176353931427002,6.409384407832591,6.07558414719565,6.17665384864954,1867110000,AAPL,,,,
2010-01-27,6.234538555145264,6.315513827156495,5.984112804164333,6.203647472313461,1722568400,AAPL,,,,
2010-01-28,5.97691535949707,6.163160012043322,5.959221038363411,6.146065525553087,1173502400,AAPL,,,,
2010-01-29,5.7600812911987305,6.064190698357205,5.705797448288952,6.030600753634121,1245952400,AAPL,,,,
2010-02-01,5.840155601501465,5.87824429618957,5.737286374368981,5.76937672330349,749876400,AAPL,217.281,9.8,8527.6,14764.61
2010-02-02,5.874046325683594,5.887842522963782,5.799668829421823,5.875546312768158,698342400,AAPL,,,,
2010-02-03,5.975114822387695,6.004206397139721,5.830857818977746,5.853351213793034,615328000,AAPL,,,,
2010-02-04,5.759780406951904,5.949323335448681,5.745384376553396,5.900137699101042,757652000,AAPL,,,,
2010-02-05,5.86205005645752,5.878245593566717,5.723791359711217,5.777175847853388,850306800,AAPL,,,,
2010-02-08,5.821862697601318,5.934629227191252,5.818263689129011,5.868948924266553,478270800,AAPL,,,,
2010-02-09,5.883943557739258,5.923231526717092,5.840756263045881,5.890841255908896,632886800,AAPL,,,,
2010-02-10,5.851850986480713,5.896238337133356,5.826058904945698,5.874943812882718,370361600,AAPL,,,,
2010-02-11,5.958320617675781,5.9907112865384375,5.8200619419817405,5.844654760831028,550345600,AAPL,,,,
2010-02-12,6.00960636138916,6.047395145682316,5.863249901694698,5.941526325938789,655468800,AAPL,,,,
