Date,Open,High,Low,Close,Volume,Symbol,CPI,Unemployment,M2_Money_Supply,GDP
2010-01-04,35.058528900146484,35.058528900146484,34.450473897738156,34.52796943182198,16928400,Energy,,,,
2010-01-05,35.34465026855469,35.41618543830633,34.945240833145434,35.10619667063316,17368100,Energy,,,,
2010-01-06,35.767913818359375,35.87521774173947,35.28504616314894,35.36254394649295,24351900,Energy,,,,
2010-01-07,35.7142448425293,35.773857094202405,35.35060419476306,35.61290355987268,17449500,Energy,,,,
2010-01-08,35.946754455566406,35.97656059686527,35.463889053961516,35.589076211854426,13344300,Energy,,,,
2010-01-11,35.899051666259766,36.28653590644006,35.60694613296087,36.17923201862103,19459900,Energy,,,,
2010-01-12,35.38041687011719,35.59502465436657,35.19561749128405,35.35061073876301,21510600,Energy,,,,
2010-01-13,35.511573791503906,35.64868384283813,34.88563580965197,35.36254083039332,22137500,Energy,,,,
2010-01-14,35.61292266845703,35.702341093945336,35.36850866695509,35.505618738620775,15545400,Energy,,,,
2010-01-15,35.32677459716797,35.648686361687325,35.08236061463942,35.57118857969651,19055200,Energy,,,,
2010-01-19,35.648681640625,35.708296185824025,35.16581633185595,35.231388920481315,14613100,Energy,,,,
2010-01-20,35.09428405761719,35.26716285311812,34.826024249781725,35.26716285311812,15641700,Energy,,,,
2010-01-21,34.37892532348633,35.23139411601481,34.295467221962596,35.124090192894954,25206600,Energy,,,,
2010-01-22,33.56221389770508,34.40872208520086,33.4668329176835,34.211997534746494,23028600,Energy,,,,
2010-01-25,33.782779693603516,34.11065392209653,33.675478088169726,33.788742283609814,15901200,Energy,,,,
2010-01-26,33.568172454833984,34.15834148716322,33.33567921203282,33.50259761256148,21515300,Energy,,,,
2010-01-27,33.43703079223633,33.77086539932292,32.894550977009494,33.47279951680132,26616700,Energy,,,,
2010-01-28,33.08530807495117,33.75297491648313,32.668015446220494,33.681439751977315,34430700,Energy,,,,
2010-01-29,32.48918914794922,33.657607147678384,32.32227294057727,33.32973505145659,32802700,Energy,,,,
2010-02-01,33.56221389770508,33.56817648811627,32.852818000923406,32.876663814444285,21813300,Energy,217.281,9.8,8527.6,14764.61
2010-02-02,34.00334930419922,34.062961558597,33.41317797978947,33.68739798851807,22250800,Energy,,,,
2010-02-03,33.711238861083984,34.188143648583235,33.63374112247117,33.907963365086964,19749300,Energy,,,,
2010-02-04,32.32822036743164,33.45490886602325,32.31033714493395,33.44298595967084,37173200,Energy,,,,
2010-02-05,32.33419418334961,32.47726456112568,31.398265039277295,32.322271272857826,46378400,Energy,,,,
2010-02-08,32.0361213684082,32.72167151909919,32.03015877741054,32.34014756148644,24115100,Energy,,,,
2010-02-09,32.70975112915039,33.12108352529136,32.375918777572025,32.47726009171193,33558100,Energy,,,,
2010-02-10,32.5726318359375,32.77531668070538,32.05995827128571,32.721664743147365,24182300,Energy,,,,
2010-02-11,33.127044677734375,33.1985798585812,32.36399668453523,32.50706704622887,22944500,Energy,,,,
2010-02-12,33.13896560668945,33.15684883231696,32.51302769504187,32.72763549882099,19833900,Energy,,,,
2010-02-16,33.91989517211914,34.039119694741224,33.52644833490506,33.56221478206689,19834900,Energy,,,,
2010-02-17,33.87220001220703,34.08680776905036,33.64566934953221,34.015272608123176,18137800,Energy,,,,
2010-02-18,34.0629768371582,34.146434940373986,33.66952986909612,33.83644607552768,16572700,Energy,,,,
2010-02-19,34.194129943847656,34.31335679189595,33.776837112710126,33.93779301646587,16498300,Energy,,,,
2010-02-22,33.723175048828125,34.28353811061307,33.65163987104037,34.27757779332338,17349700,Energy,,,,
2010-02-23,33.16280746459961,33.64567269139602,33.007811947457014,33.56221461634785,21101200,Energy,,,,
2010-02-24,33.3714599609375,33.49664710092712,33.049548223196346,33.15089181799448,17630300,Energy,,,,
2010-02-25,33.389339447021484,33.40722494648911,32.620331191780565,32.89455126028701,20948100,Energy,,,,
2010-02-26,33.46684265136719,33.58606947958625,33.174739309996205,33.46684265136719,17246800,Energy,,,,
2010-03-01,33.77680969238281,33.860267736045714,33.59200811422845,33.621816507589024,13966000,Energy,217.353,9.9,8523.7,14764.61
2010-03-02,34.0570068359375,34.313343665257115,33.92585712584967,33.997392297687526,16746300,Energy,,,,
2010-03-03,34.20603942871094,34.50410529479645,34.188153930383585,34.188153930383585,16767300,Energy,,,,
2010-03-04,34.02721405029297,34.3670090923778,33.88414137643794,34.259705155502274,16331000,Energy,,,,
2010-03-05,34.66506576538086,34.74256126358901,34.32527081458391,34.36103726789155,15335200,Energy,,,,
2010-03-08,34.611427307128906,34.879684907785446,34.46239429606938,34.76046031818844,12612000,Energy,,,,
2010-03-09,34.611427307128906,34.80218937936005,34.37893389966288,34.426625554752306,16703800,Energy,,,,
2010-03-10,34.91544723510742,34.96313888143585,34.48623151440298,34.64718740966715,17372200,Energy,,,,
2010-03-11,34.85582733154297,34.92140219387802,34.67698597097012,34.784289877688884,13033300,Energy,,,,
2010-03-12,34.87371063232422,35.082355854687535,34.72467768090403,35.082355854687535,13659800,Energy,,,,
2010-03-15,34.51604080200195,34.79026095312656,34.152399948784876,34.742569305593804,18373600,Energy,,,,
2010-03-16,34.826019287109375,34.86178801441133,34.41468915641759,34.688909243545446,19161300,Energy,,,,
2010-03-17,35.20754623413086,35.42215177988808,34.95120936868654,34.99889873194511,21671800,Energy,,,,
2010-03-18,34.68294906616211,35.26119765253705,34.49218706790567,35.207545698398526,19726900,Energy,,,,
2010-03-19,34.265987396240234,34.84626062094855,33.954913207841166,34.265987396240234,22412400,Energy,,,,
2010-03-22,34.17626190185547,34.33179788233212,33.697687021129184,33.83527715671143,19856500,Energy,,,,
2010-03-23,34.3078498840332,34.3616896714208,34.03266976272942,34.25401009664561,17420700,Energy,,,,
2010-03-24,34.11045455932617,34.40956411987934,34.002774934965046,34.08054405967582,20747000,Energy,,,,
2010-03-25,33.53615951538086,34.439469243143755,33.48231971160529,34.3557189443872,22123000,Energy,,,,
2010-03-26,33.548133850097656,33.76349084531674,33.332774572853424,33.649830018782346,21493900,Energy,,,,
2010-03-29,34.20018005371094,34.26598451060324,33.73955341951369,33.76348044581816,19476000,Energy,,,,
2010-03-30,34.2540168762207,34.31982132738779,34.04464115162018,34.27794618246769,13057800,Energy,,,,
2010-03-31,34.40955352783203,34.565089447351234,34.17624850754116,34.31981977447825,15167700,Energy,,,,
2010-04-01,35.019737243652344,35.097504062680294,34.72062777409335,34.75053826464442,17990100,Energy,217.403,9.9,8555.1,14980.193
2010-04-05,35.641883850097656,35.707686013476405,35.11545056889932,35.23509480762949,17455700,Energy,,,,
2010-04-06,35.641883850097656,35.76152580680378,35.45045169891495,35.59402524179597,13535800,Energy,,,,
2010-04-07,35.288944244384766,35.58207031325115,35.08554966756894,35.558141002561136,19535800,Energy,,,,
2010-04-08,35.4145622253418,35.528223004085014,34.85821842039623,35.025718995812376,19459700,Energy,,,,
2010-04-09,35.79145050048828,35.851271498768305,35.59403709851954,35.64787690978149,17488600,Energy,,,,
2010-04-12,35.87519836425781,36.1204680917186,35.749570625197684,35.76153528044268,15027800,Energy,,,,
2010-04-13,35.749568939208984,35.917071822714654,35.37269258587644,35.82733805362145,13855500,Energy,,,,
2010-04-14,36.090553283691406,36.12046377721884,35.61197625915502,35.929033880214035,14585600,Energy,,,,
2010-04-15,36.084564208984375,36.21617309848505,35.935009482560524,36.048670253114,13947200,Energy,,,,
2010-04-16,35.474388122558594,36.04269665906493,35.24108306532508,35.881177246666844,36664200,Energy,,,,
2010-04-19,35.52225112915039,35.534215785105246,35.04367630107999,35.151353640624144,21149100,Energy,,,,
2010-04-20,36.21619415283203,36.34780083681846,35.76154624225973,35.79145903055357,19666600,Energy,,,,
2010-04-21,36.18029022216797,36.449489268573,35.91707464458568,36.22814884465096,18571600,Energy,,,,
2010-04-22,36.270023345947266,36.2760045326377,35.605999804099774,35.8751988456629,10687000,Energy,,,,
2010-04-23,37.14341354370117,37.14341354370117,36.234120494086355,36.28197910397225,26010900,Energy,,,,
2010-04-26,37.0178108215332,37.26906183147248,36.95798752248181,37.209240814446616,17262800,Energy,,,,
2010-04-27,35.88117980957031,37.03574280575329,35.79144831762286,36.76056257920829,41402400,Energy,,,,
2010-04-28,36.24609375,36.34180871046674,35.75555429235485,36.1264494789104,23095000,Energy,,,,
2010-04-29,36.28797149658203,36.724671177555074,36.04270175022663,36.43154508855768,28860700,Energy,,,,
2010-04-30,35.83930969238281,36.389672504824006,35.61198577319895,36.371724378293045,22916500,Energy,,,,
2010-05-03,36.24609375,36.53323863140024,35.58805368204421,35.99484055250938,16689900,Energy,,,,
2010-05-04,35.27698516845703,35.79743520714377,34.90608764017449,35.76752470506293,30584400,Energy,,,,
2010-05-05,34.72063064575195,35.2051865660185,34.409556497839525,34.63089688465294,35206500,Energy,,,,
2010-05-06,33.53615951538086,34.80438321517544,31.280873507042344,34.409558748162766,47200700,Energy,,,,
