Date,Open,High,Low,Close,Volume,Symbol,CPI,Unemployment,M2_Money_Supply,GDP
2010-01-04,18.809370040893555,18.825536607445496,18.67195730865933,18.704288900034573,8449400,Tech,,,,
2010-01-05,18.78512382507324,18.83362199238246,18.671960920775412,18.83362199238246,19988200,Tech,,,,
2010-01-06,18.5749626159668,18.79320667641755,18.55879604666032,18.78512339176431,10024100,Tech,,,,
2010-01-07,18.50221443176269,18.591129020431048,18.43754969683905,18.591129020431048,7292400,Tech,,,,
2010-01-08,18.623462677001957,18.63962770488603,18.413301897219625,18.47796663394273,11886200,Tech,,,,
2010-01-11,18.55071830749512,18.71237941026414,18.46180369884815,18.704296123866303,15238900,Tech,,,,
2010-01-12,18.348634719848636,18.469880892360752,18.27588670799561,18.44563104116684,9742800,Tech,,,,
2010-01-13,18.52647018432617,18.55072004579202,18.26781116227468,18.42947228019217,10053700,Tech,,,,
2010-01-14,18.5749626159668,18.63962735146381,18.48604956823897,18.510297880469786,7506600,Tech,,,,
2010-01-15,18.316307067871094,18.623465774693084,18.259725606543142,18.607299202391044,13533300,Tech,,,,
2010-01-19,18.63154602050781,18.63154602050781,18.35672048039518,18.35672048039518,7482800,Tech,,,,
2010-01-20,18.332469940185547,18.486049262600087,18.162724048731818,18.486049262600087,14699000,Tech,,,,
2010-01-21,18.138473510742188,18.47796371025467,18.081892067778224,18.389049133180617,12803400,Tech,,,,
2010-01-22,17.50800132751465,18.106150776562096,17.483751463003284,18.106150776562096,33701200,Tech,,,,
2010-01-25,17.653488159179688,17.76665105067162,17.556490293808913,17.669654727029613,33340100,Tech,,,,
2010-01-26,17.604991912841797,17.823234435646228,17.524160606526223,17.621156940721765,16125300,Tech,,,,
2010-01-27,17.75048065185547,17.790897062757477,17.48373850681595,17.61306947997394,17685000,Tech,,,,
2010-01-28,17.241256713867188,17.685826712578393,17.16850867164472,17.661578392990485,23139300,Tech,,,,
2010-01-29,16.94217872619629,17.427165087964624,16.86134895067585,17.40291677200015,26897400,Tech,,,,
2010-02-01,17.13616943359375,17.17658430939497,17.01492172273272,17.023005006238698,19207500,Tech,217.281,9.8,8527.6,14764.61
2010-02-02,17.305925369262695,17.354423561098038,17.095764482336573,17.192762407736982,13695600,Tech,,,,
2010-02-03,17.346328735351562,17.38674515310868,17.2250825655376,17.241249132640448,14783200,Tech,,,,
2010-02-04,16.861343383789062,17.27358157810246,16.84517681733082,17.24124844518597,16489100,Tech,,,,
2010-02-05,17.03109359741211,17.06342674151252,16.74010146742508,16.885597532418593,23253700,Tech,,,,
2010-02-08,16.958341598510742,17.152335792552197,16.934093287836063,17.05533946639587,22943800,Tech,,,,
2010-02-09,17.103837966918945,17.2655005693407,16.99067507026102,17.144252846659963,15887400,Tech,,,,
2010-02-10,17.055343627929688,17.168506549966953,16.95026245027007,17.144256691646458,10423400,Tech,,,,
2010-02-11,17.233165740966797,17.297830467243777,16.934091960084015,17.05533812913727,15174800,Tech,,,,
2010-02-12,17.265499114990234,17.297830707713846,17.006840206286498,17.111919809799122,15143000,Tech,,,,
2010-02-16,17.5241641998291,17.5241641998291,17.322086663468948,17.370584840511196,10233300,Tech,,,,
2010-02-17,17.57265853881836,17.60499167760413,17.483743948886413,17.60499167760413,8903300,Tech,,,,
2010-02-18,17.685827255249023,17.71816040466417,17.52416613336154,17.564581028401054,5763800,Tech,,,,
2010-02-19,17.637313842773438,17.72622838515665,17.564565861137734,17.588815702258998,6767800,Tech,,,,
2010-02-22,17.604991912841797,17.73432138625514,17.572658773623996,17.72623810145069,7037300,Tech,,,,
2010-02-23,17.386751174926758,17.59691199486588,17.31400313949671,17.58882870851485,10485700,Tech,,,,
2010-02-24,17.556493759155273,17.613076757798506,17.45141413084741,17.467580701888338,7539000,Tech,,,,
2010-02-25,17.50800132751465,17.540334480196467,17.21700912029659,17.330173612953377,11657500,Tech,,,,
2010-02-26,17.532243728637695,17.58074189528542,17.427162568883887,17.507993874449372,9702000,Tech,,,,
2010-03-01,17.75857162475586,17.774738196117934,17.588827250641383,17.62115885163643,6421800,Tech,217.353,9.9,8523.7,14764.61
2010-03-02,17.734325408935547,17.87173819832271,17.67774394419894,17.839405051770772,7011900,Tech,,,,
2010-03-03,17.742406845092773,17.83131990537866,17.693907130323247,17.782821732338256,8331800,Tech,,,,
2010-03-04,17.815155029296875,17.83132005929713,17.637325823731846,17.766655314108704,3623800,Tech,,,,
2010-03-05,18.03338623046875,18.057636072799927,17.87980852088914,17.94447322537744,7047900,Tech,,,,
2010-03-08,18.13038825988769,18.162719848760798,18.041473692461757,18.06572354041297,5859400,Tech,,,,
2010-03-09,18.21122360229492,18.324386501157317,18.07381085007821,18.106142446155097,12001900,Tech,,,,
2010-03-10,18.332469940185547,18.364801536535044,18.20314047132979,18.21930704036898,16908500,Tech,,,,
2010-03-11,18.405216217041016,18.405216217041016,18.251636909163075,18.283970044181057,5453700,Tech,,,,
2010-03-12,18.389057159423828,18.5588015624038,18.34055897881946,18.45372191413944,7459200,Tech,,,,
2010-03-15,18.37288475036621,18.39713460383169,18.235471997519547,18.32438658516412,8782000,Tech,,,,
2010-03-16,18.510299682617188,18.51838296805741,18.35672034271109,18.37288691359153,6614800,Tech,,,,
2010-03-17,18.566875457763672,18.67195659460413,18.49412745279061,18.53454386762486,9810500,Tech,,,,
2010-03-18,18.59113311767578,18.631548007761644,18.53455165486388,18.558799972223703,4501600,Tech,,,,
2010-03-19,18.480039596557617,18.67465149191768,18.39895092016479,18.480039596557617,9043000,Tech,,,,
2010-03-22,18.617889404296875,18.698978085343462,18.374624907795045,18.390842953331955,8430800,Tech,,,,
2010-03-23,18.796283721923828,18.81250176652025,18.601671826680388,18.682760503024618,5978400,Tech,,,,
2010-03-24,18.707088470458984,18.76385008733389,18.65032685358408,18.707088470458984,5877100,Tech,,,,
2010-03-25,18.73951911926269,18.95845649979264,18.698974014247806,18.828715257020225,8330200,Tech,,,,
